,sample_id,split,gender,discipline,clinical_experience,country,question_type,prompt,question,question_clean,answer_options,correct_answer,answer_rationale,specialty,region_specific,mentions_Africa,mentions_age,mentions_gender,tier,neg_percent,quality,rated_african,rated_correct,rated_omission,rated_hallucination,rated_reasonable,rated_harmful,rated_bias,version
11205,ae4f314e7561cfbdfc273217d6bada4db371e5c3bc40e2b7fe60628dbdc15ca5,test,Male,Medicine,Licensed Professional,KE,mcq,,"
Neonatal complications of insulin-dependent diabetic mothers include the following except which one? 
","
Neonatal complications of insulin-dependent diabetic mothers include the following except which one? 
","{""option1"": ""Hypothermia"", ""option2"": ""Hyperglycaemia"", ""option3"": ""Hypocalcaemia"", ""option4"": ""Hypomagnesaemia"", ""option5"": ""Respiratory distress syndrome""}",option2,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11206,4c97c926c285db9c7bfee52fe0b27af913ecfb37695835f58f57c79eb7a90776,test,Male,Medicine,Licensed Professional,KE,mcq,,"With respect to postpartum haemorrhage (PPH), which one of the following is the correct Statement? 
","With respect to postpartum haemorrhage (PPH), which one of the following is the correct Statement? 
","{""option1"": ""The most common cause is retained placenta."", ""option2"": ""Primary PPH is when >500 ml of blood loss from the genital tract occurs  >48 hours after delivery"", ""option3"": ""Endometritis is a common cause of primary PPH"", ""option4"": ""Routine use of oxytocin in the second stage reduces the risk of postpartum haemorrhage."", ""option5"": ""Prophylactic oxytocics should be offered routinely to all women in the third stage of labour to reduce the risk of postpartum haemorrhage.""}",option5,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11207,1fc1a7512fbd20303b46f2f774a3fafd70639190c2eba70b796171e5e5d9c388,test,Male,Medicine,Licensed Professional,KE,mcq,,"Which of the following statements regarding bladder care is false? 
","Which of the following statements regarding bladder care is false? 
","{""option1"": ""Pregnant women should be encouraged to empty their bladder every 2-4 hours during labour to minimize the risk of retention of urine empty the bladder."", ""option2"": ""If the woman is unable to pass urine after 4 hours, an in-and-out catheter should be used to catheter."", ""option3"": ""If repeat catheterization is required during labour, then one should consider inserting a Foley"", ""option4"": ""If the woman has difficulties in emptying her bladder during or after labour, or requires a catheter, this is an indication for transfer from home to hospital for assessment."", ""option5"": ""Women should be taught self-catheterization during pregnancy in anticipation of voiding difficulty in labour""}",option5,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11208,420b7004ec75e2d3e1625ad356657fe168f6a7a39b0f8cf65a6fddef47ccb190,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 30-year-old woman presents to the labour ward with uterine contractions at 37 weeks gestation. Her BP is 150/100 and quantitative analysis of urine shows 2 plusses of protein. Her bloods test results are otherwise normal. Which one of the statements below is false with regard to her management? 
","A 30-year-old woman presents to the labour ward with uterine contractions at 37 weeks gestation. Her BP is 150/100 and quantitative analysis of urine shows 2 plusses of protein. Her bloods test results are otherwise normal. Which one of the statements below is false with regard to her management? 
","{""option1"": ""Hourly monitoring of BP"", ""option2"": ""Intravenous access during labour and delivery"", ""option3"": ""Start oral antihypertensive medication to stabilize BP"", ""option4"": ""Epidural analgesia contraindicated"", ""option5"": ""Oxytocin can be used for labour augmentation in cases of poor progress of labour""}",option4,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11209,655c5cf9d9a9e4531af0a1196bf4bc2b7c164c5e98a82fdc2d383b6556da1185,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 38-year-old woman presents to the maternity day assessment unit with a history of swollen feet, headache and blurring of vision at 30 weeks' gestation. Her BP is 160/100, pulse rate 88 bpm, oxygen saturation (SpO2) 99% on air and normal temperature. Uterine height measures 26 cm. Qualitative analysis of urine reveals 3 plusses of protein. What would be the diagnosis in this clinical context? 
","A 38-year-old woman presents to the maternity day assessment unit with a history of swollen feet, headache and blurring of vision at 30 weeks' gestation. Her BP is 160/100, pulse rate 88 bpm, oxygen saturation (Sp O 2) 99% on air and normal temperature. Uterine height measures 26 cm. Qualitative analysis of urine reveals 3 plusses of protein. What would be the diagnosis in this clinical context? 
","{""option1"": ""Migraine"", ""option2"": ""Diabetic nephropathy"", ""option3"": ""Glomerulonephritis"", ""option4"": ""Unexplained proteinuria"", ""option5"": ""Severe pre-eclampsia""}",option5,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11210,503dea58c2ddb344146cb241c76ac1225b7be813369ddea99daad3157bf832e9,test,Male,Medicine,Licensed Professional,KE,mcq,,"Which one of the following statements regarding analgesia in labour is true? 
 
","Which one of the following statements regarding analgesia in labour is true? 
 
","{""option1"": ""Intermittent auscultation of the fetal heart rate is acceptable for women using epidural analgesia."", ""option2"": ""Epidural analgesia can cause transient hypotension."", ""option3"": ""Oxytocin should be routinely used in the second stage of labour for women with epidural analgesia."", ""option4"": ""Epidural analgesia is less effective than opioids."", ""option5"": ""Epidural analgesia causes long-term backache.""}",option2,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11211,df745996aea7587f8958c6d045552c4a2a399b2f2c9cf007c60131b5661f9dc8,test,Male,Medicine,Licensed Professional,KE,mcq,,"Which one of the following is true with regard to obstetric cholestasis? 
","Which one of the following is true with regard to obstetric cholestasis? 
","{""option1"": ""Associated with long-term sequelae for mother and baby"", ""option2"": ""Associated with stillbirth"", ""option3"": ""Characterized by intense pruritus and skin rash"", ""option4"": ""Associated abnormal liver function tests persist after birth"", ""option5"": ""Typically presents in second trimester""}",option2,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11212,1ec4d76462409fd5da3abf265e6e748c12a6fac83e92e5f727fa24a1edbbae2b,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 35-year-old nulliparous woman at 36 weeks' gestation was diagnosed with pre eclampsis She complains of headaches and visual disturbances. Her blood pressure is 150/100 mmHg and Hb 10g/dl, platelets 90, ALT 88. She is at risk of the following complications except which one? 
","A 35-year-old nulliparous woman at 36 weeks' gestation was diagnosed with pre eclampsis She complains of headaches and visual disturbances. Her blood pressure is 150/100 mmHg and Hb 10 g/dl, platelets 90, ALT 88. She is at risk of the following complications except which one? 
","{""option1"": ""Cerebral haemorrhage"", ""option2"": ""Placenta praevia"", ""option3"": ""Pulmonary oedema"", ""option4"": ""Eclampsia"", ""option5"": ""Disseminated intravascular coagulation""}",option2,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11213,7ff85ca979c795ceca349606c82d3d23902531a82d898b5f5f39a84022f330df,test,Male,Medicine,Licensed Professional,KE,mcq,,"With respect to the management of gestational hypertension in a G2 para 1 woman with a blood of 145/96 mm Hg and no proteinuria at 35 weeks' gestation, which one of the following is the correct next step of management? 
","With respect to the management of gestational hypertension in a G 2 para 1 woman with a blood of 145/96 mmHg and no proteinuria at 35 weeks' gestation, which one of the following is the correct next step of management? 
","{""option1"": ""Admission to hospital"", ""option2"": ""Weekly BP monitoring"", ""option3"": ""Oral labetalol"", ""option4"": ""Weekly blood tests"", ""option5"": ""Induction of labour at 37 weeks' gestation""}",option3,,Obstetrics_and_Gynecology,No,0.0,0.0,1.0,expert,1.0,,0.0,,,,,,,v3
11214,f110f986dd194ed36d34cc3de974b913e7ebc5b779300a26ae409379dec9db5a,test,Male,Medicine,Licensed Professional,KE,mcq,,"Reduced fetal movement is associated with the following risk factors except: 

","Reduced fetal movement is associated with the following risk factors except: 

","{""option1"": ""Fetal growth restriction"", ""option2"": ""Placental insufficiency"", ""option3"": ""Fetal neuromuscular conditions"", ""option4"": ""Breech presentation"", ""option5"": ""Small for gestational age""}",option4,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11215,c4bd5db8f39f85aefeeba5b176eac8e8a5261fc8aa7fde500839b541e7eccafd,test,Male,Medicine,Licensed Professional,KE,mcq,,"With respect to fetal monitoring in labour, which one of the following statements is true? 

","With respect to fetal monitoring in labour, which one of the following statements is true? 

","{""option1"": ""Cardiotocography (CTG) is the recommended method of fetal monitoring in all labouring women"", ""option2"": ""Fetal blood sampling is indicated when the CTG is suspicious."", ""option3"": ""Normal baseline fetal heart at term is 110-160 bpm."", ""option4"": ""Absence of accelerations in an otherwise normal CTG is a non-reassuring feature."", ""option5"": ""Normal pH of fetus is 7.20.""}",option3,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11216,5c2959116dbb5cc60852762fa0a10dd530097291ec5de928e69607b23bba32b6,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 28-year-old 62 para 1 at 28 weeks' gestation attends the antenatal clinic to discuss vaginal birth after caesarean section (VBAC). She had a previous emergency caesarean section 3 years ago for undiagnosed breech in labour. Which one of the following is true concerning VBAC? 
","A 28-year-old 62 para 1 at 28 weeks' gestation attends the antenatal clinic to discuss vaginal birth after caesarean section (VBAC). She had a previous emergency caesarean section 3 years ago for undiagnosed breech in labour. Which one of the following is true concerning VBAC? 
","{""option1"": ""Intermittent monitoring during labour is recommended."", ""option2"": ""Risk of uterine rupture is 2%."", ""option3"": ""It is contraindicated in women with previous classical caesarean section."", ""option4"": ""The chances of successful vaginal birth is around 50%."", ""option5"": ""The risk of uterine rupture is 10 times higher if the labour is induced or augmented""}",option3,,Obstetrics_and_Gynecology,No,0.0,1.0,0.0,expert,1.0,,0.0,,,,,,,v3
11217,c262eba14bab846a9957c626a4a5c2bfd323b216e826bdf1bc6e365b96dc64f8,test,Male,Medicine,Licensed Professional,KE,mcq,,"With respect to the second stage of labour, which one of the following statements is true? 
","With respect to the second stage of labour, which one of the following statements is true? 
","{""option1"": ""Cervical dilatation happens at 1 cm per hour."", ""option2"": ""Oxytocin should be used routinely in the second stage of labour in women with epidural."", ""option3"": ""A delayed second stage of labour is when the active second stage has lasted more than 2 hours in nulliparous and more than 1 hour in multiparous women."", ""option4"": ""Fetal heart should be auscultated at least every 15 minutes."", ""option5"": ""It ends with delivery of the fetal head.""}",option4,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11218,e14221d287a73fa05343594e240eea37ff1a7d73ea0d3766cbb25ee4d518d4e8,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 30-year-old woman comes to her GP for advice. She is a known epileptic and is currently on antiepileptic medication. She is planning to conceive in the next couple of months and would like to know the risks to her and the fetus if she gets pregnant. All of the following, are true except which one? 
","A 30-year-old woman comes to her GP for advice. She is a known epileptic and is currently on antiepileptic medication. She is planning to conceive in the next couple of months and would like to know the risks to her and the fetus if she gets pregnant. All of the following, are true except which one? 
","{""option1"": ""Miscarriage rate is increased."", ""option2"": ""Seizure frequency can be increased by 10-30% during pregnancy"", ""option3"": ""The risk of aspiration during seizure and sudden unexpected death (SUDEP) may be increased"", ""option4"": ""The risk of congenital malformations in the foetus is increased by 2-3-fold."", ""option5"": ""All antiepileptic medications have the same teratogenic effects to the foetus.""}",option5,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11221,1a7cf0d8ae8b5e6388e73651e03aaefcabfa73180784a246cf892fcc38d814aa,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 29-year-old Caucasian woman presented to her GP at 37 weeks' gestation with a chickenpox rash during winter season. She was prescribed oral acyclovir for 7 days but was warned to report back if unwell. Three days later she presents to the emergency department with severe shortness of breath. What is the likely diagnosis in her case? 
","A 29-year-old Caucasian woman presented to her GP at 37 weeks' gestation with a chickenpox rash during winter season. She was prescribed oral acyclovir for 7 days but was warned to report back if unwell. Three days later she presents to the emergency department with severe shortness of breath. What is the likely diagnosis in her case? 
","{""option1"": ""Community-acquired pneumonia"", ""option2"": ""Varicella zoster pneumonia"", ""option3"": ""Exacerbation of her past tuberculosis"", ""option4"": ""Drug-induced adult respiratory distress syndrome"", ""option5"": ""Bronchitis due to allergy to pollen""}",option2,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11227,2d61088bad397690e806eee1196ed5f79574c7633f66617ab97350379ffe7b38,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 29-year-old woman presents to her GP at 27 weeks' gestation with a rash on her trunk. She had developed this rash 10 hours previously and thought that she had developed a food allergy. On questioning she gives a history of coming in close contact, 3 days earlier, with her niece, who had developed chickenpox rash. General examination reveals rash typical of varicella or chickenpox. She is otherwise well. What is her next initial management following diagnosis of chickenpox 
","A 29-year-old woman presents to her GP at 27 weeks' gestation with a rash on her trunk. She had developed this rash 10 hours previously and thought that she had developed a food allergy. On questioning she gives a history of coming in close contact, 3 days earlier, with her niece, who had developed chickenpox rash. General examination reveals rash typical of varicella or chickenpox. She is otherwise well. What is her next initial management following diagnosis of chickenpox 
","{""option1"": ""Intravenous acyclovir"", ""option2"": ""Oral gancyclovir for 7 days"", ""option3"": ""Oral acyclovir for 7 days"", ""option4"": ""Elective caesarean section at 39 weeks' gestation"", ""option5"": ""Ultrasound scan for structural abnormalities in 5 weeks\u2019 time""}",option3,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11230,d427277a063dc04018a4598dbe4a1c092a5de45be3d6f3fa3afc49f7fe716e65,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 28-year-old Asian woman presents to her GP as she had come in close contact, 3 days previously, with her nephew, who had chickenpox. She is currently 32 weeks' pregnant and feels feverish. Examination does not reveal any rash on the body. The GP prescribes her paracetamol and warns her not to come in contact with other pregnant women. Her booking bloods are negative for varicella IgG antibodies. What should be her next step of management? 

","A 28-year-old Asian woman presents to her GP as she had come in close contact, 3 days previously, with her nephew, who had chickenpox. She is currently 32 weeks' pregnant and feels feverish. Examination does not reveal any rash on the body. The GP prescribes her paracetamol and warns her not to come in contact with other pregnant women. Her booking bloods are negative for varicella IgG antibodies. What should be her next step of management? 

","{""option1"": ""Oral acyclovir"", ""option2"": ""Intravenous acyclovir"", ""option3"": ""Intravenous varicella Immunoglobulin (IVIG)"", ""option4"": ""Emergency caesarean section"", ""option5"": ""Oral vanciclovir""}",option3,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11231,c33e85e6503936222ca5e945aff5b15e3e7a08586d4546199e9e56d7b6b4fa16,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 32-year-old woman presented with painful vulva at 36 weeks' gestation. Clinical examination revealed multiple painful vesicles suggestive of genital herpes infection. She had a sexual health screening and was given oral acyclovir for 5 days. She was booked for elective caesarean section at 39 weeks' gestation. However, she presents at 38 weeks in second stage and delivered vaginally within half an hour of admission to labour ward. The newborn baby develops neonatal herpes Infection. What was the most likely mode of viral transmission to the fetus?
","A 32-year-old woman presented with painful vulva at 36 weeks' gestation. Clinical examination revealed multiple painful vesicles suggestive of genital herpes infection. She had a sexual health screening and was given oral acyclovir for 5 days. She was booked for elective caesarean section at 39 weeks' gestation. However, she presents at 38 weeks in second stage and delivered vaginally within half an hour of admission to labour ward. The newborn baby develops neonatal herpes Infection. What was the most likely mode of viral transmission to the fetus?
","{""option1"": ""Blood borne"", ""option2"": ""Direct contact with genital secretions"", ""option3"": ""Transplacental"", ""option4"": ""Postnatal transmission"", ""option5"": ""Contact with maternal urine""}",option2,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11232,9feccd022aa60c096e16114afb246fb5e756f9bfeaca8daf15b6eb0892870774,test,Male,Medicine,Licensed Professional,KE,mcq,,"As part of the infectious diseases in pregnancy screening programme, all pregnant women are routinely offered screening for the following infections at their booking antenatal visit except which one? 

","As part of the infectious diseases in pregnancy screening programme, all pregnant women are routinely offered screening for the following infections at their booking antenatal visit except which one? 

","{""option1"": ""Syphilis"", ""option2"": ""Hepatitis C"", ""option3"": ""HIV"", ""option4"": ""Hepatitis B"", ""option5"": ""Rubella""}",option5,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11233,0e1e0585ddba4593af322a576e186045a35529b68b0066969f74f6ba7c15135d,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 36-year-old HIV-positive woman on highly active anti-retroviral therapy (HAART) comes to see you after a positive pregnancy test. Which one of the following statements is not true with regard to her management? 
","A 36-year-old HIV-positive woman on highly active anti-retroviral therapy (HAART) comes to see you after a positive pregnancy test. Which one of the following statements is not true with regard to her management? 
","{""option1"": ""Advise her to continue to take HAART throughout the pregnancy and postpartum."", ""option2"": ""Vaginal delivery is not recommended for women on HAART."", ""option3"": ""Screening for genital infections at booking and at 28 weeks' gestation."", ""option4"": ""Screening for Hepatitis C should be performed at booking."", ""option5"": ""Avoidance of breastfeeding reduces the risk of mother to child transmission.""}",option2,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11234,a123cba69d82a3b58c46fa49f607a0f97a70ec2fc901161324d293a52c3ab56c,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 29-year-old woman presents to the emergency department by ambulance with a history of a severe headache for 3 days and focal seizures. Two months prior to this, she presented to her GP with menorrhagia of 10 months' duration. She was offered LNG-IUS but she declined. She was prescribed tranexamic acid to be taken during her periods. Her medications box reveals that she has taken tranexamic acid for the whole previous month. There is no history of any viral illness recently. 
What is the likely diagnosis in her case? 
","A 29-year-old woman presents to the emergency department by ambulance with a history of a severe headache for 3 days and focal seizures. Two months prior to this, she presented to her GP with menorrhagia of 10 months' duration. She was offered LNG-IUS but she declined. She was prescribed tranexamic acid to be taken during her periods. Her medications box reveals that she has taken tranexamic acid for the whole previous month. There is no history of any viral illness recently. 
What is the likely diagnosis in her case? 
","{""option1"": ""Subarachnoid haemorrhage"", ""option2"": ""Intracerebral haemorrhage"", ""option3"": ""Cerebral sinus thrombosis"", ""option4"": ""Drug-induced psychosis"", ""option5"": ""Intracranial tumour""}",option3,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11235,4d436696e57cf3d3c060c13576fd320ed63684cc7e6975567c2b8fa985c8be2d,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 39-year-old African Caribbean woman presents to her GP with menorrhagia of 10 months' duration. She does not give any history of intermenstrual or postcoital bleeding. All her previous smears have been normal. Vaginal examination reveals an essentially normal pelvis. She suffers from Crohn's disease and is taking oral sulphasalazine. She is fed up and is asking for a hysterectomy. What is her first line of management for menorrhagia? 
","A 39-year-old African Caribbean woman presents to her GP with menorrhagia of 10 months' duration. She does not give any history of intermenstrual or postcoital bleeding. All her previous smears have been normal. Vaginal examination reveals an essentially normal pelvis. She suffers from Crohn's disease and is taking oral sulphasalazine. She is fed up and is asking for a hysterectomy. What is her first line of management for menorrhagia? 
","{""option1"": ""Hysterectomy"", ""option2"": ""Subtotal hysterectomy"", ""option3"": ""Levonorgestrel-releasing intrauterine system (LNG-IUS)"", ""option4"": ""Injectable long-acting progestogens"", ""option5"": ""Progesterone-only pill (POP)""}",option3,,Obstetrics_and_Gynecology,No,1.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11236,78ea8b23659ec17a45afb1ce09c20d7302c6e159d7a33bf765400ec765ba97bd,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 22-year-old Caucasian para 0 woman attends maternal medicine clinic at 13 weeks' gestation following her normal dating scan. Her booking bloods are normal. She gives a history of deep venous thrombosis following a pelvic fracture after a trip over the stairs 2 years ago. Her recent thrombophilia screen is negative. Choose the most appropriate management option for this woman with regards to thrombopropylaxis. 
","A 22-year-old Caucasian para 0 woman attends maternal medicine clinic at 13 weeks' gestation following her normal dating scan. Her booking bloods are normal. She gives a history of deep venous thrombosis following a pelvic fracture after a trip over the stairs 2 years ago. Her recent thrombophilia screen is negative. Choose the most appropriate management option for this woman with regards to thrombopropylaxis. 
","{""option1"": ""TEDS only during pregnancy"", ""option2"": ""TEDs and low molecular weight heparin (LMWH) during antenatal period"", ""option3"": ""Aspirin during antenatal period"", ""option4"": ""Aspirin and TED stockings during antenatal period"", ""option5"": ""6 weeks of postpartum LMWH""}",option2,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11237,273735b34f14c32761e2923a380d8d552a7f6674b6a33a971447145df953d524,test,Male,Medicine,Licensed Professional,KE,mcq,,"Which one of the following statements is true with respect to perineal tears? 
","Which one of the following statements is true with respect to perineal tears? 
","{""option1"": ""Fourth-degree tear involves injury to the anal sphincter complex, but not anal mucosa."", ""option2"": ""Third-degree tear involves injury to the perineal muscle complex"", ""option3"": ""Intact perineal skin excludes the possibility of damage to the anal sphincter complex."", ""option4"": ""First-degree tear involves the skin and superficial perineal muscles."", ""option5"": ""The degree of trauma in a right mediolateral episiotomy is equivalent to a second-degree tear.""}",option5,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11238,90942bbd8180fadf19243995f22ca5aa32ce8795c2f46a5ddabe0fbf2eafd2be,test,Male,Medicine,Licensed Professional,KE,mcq,,"With regard to treatment of CIN, which one of the following statements is false? 
","With regard to treatment of CIN, which one of the following statements is false? 
","{""option1"": ""Treatment of CIN 2 and 3 can be treated at first colposcopic assessment."", ""option2"": ""The standard treatment for CIN 2 and 3 is excisional treatment of the cervix."", ""option3"": ""When CIN 2 and 3 are treated at first colposcopic assessment, it should be by excisional treatment to provide specimen for histological examination."", ""option4"": ""CIN 1 can be treated with ablative techniques."", ""option5"": ""CIN 2 and 3 can be treated with cervical biopsy only.""}",option2,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11239,e58cf3cec1917bca3e770248defb3574cb49a8d710b4aa501cb3cb2519478de3,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 29-year-old woman comes to see her GP for advice as her mother, aunt and grandmother have all had ovarian cancers. Which of the following would reduce her risk of developing ovarian cancer? 
","A 29-year-old woman comes to see her GP for advice as her mother, aunt and grandmother have all had ovarian cancers. Which of the following would reduce her risk of developing ovarian cancer? 
","{""option1"": ""Prophylactic bilateral salpingo oophorectomy once family complete"", ""option2"": ""Having knowledge about BRCA1 familial cancer"", ""option3"": ""Monthly colour doppler ultrasound examination"", ""option4"": ""Use of clomiphene citrate"", ""option5"": ""Monthly measurement of Ca-125""}",option1,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11240,d183959faf38afcfcb291cbf683cf66e160ab9539bc9e4e0ddfa23f272a10492,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 29-year-old woman presents to her GP with small lumps on her vulva. 
Examination reveals warty lesions. Subsequently she is referred to the vulval clinic. The biopsy of the lesions reveals benign genital warts. The following drugs can be used in the treatment of her condition except which one of the following? 
","A 29-year-old woman presents to her GP with small lumps on her vulva. 
Examination reveals warty lesions. Subsequently she is referred to the vulval clinic. The biopsy of the lesions reveals benign genital warts. The following drugs can be used in the treatment of her condition except which one of the following? 
","{""option1"": ""Trichloracetic acid"", ""option2"": ""Podophyllin"", ""option3"": ""Podophyllotoxin"", ""option4"": ""Dactinomycin"", ""option5"": ""Imiquimod""}",option4,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11241,10743351ddc1fc364d0e67fa6f6138aece30c2c2bffa46525ea123c3c71f0658,test,Male,Medicine,Licensed Professional,KE,mcq,,"Which one of the following drugs has no teratogenic effect? 
","Which one of the following drugs has no teratogenic effect? 
","{""option1"": ""Metronidazole"", ""option2"": ""Sodium valproate"", ""option3"": ""Warfarin,"", ""option4"": ""ACE inhibitors"", ""option5"": ""Lithium""}",option1,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11242,2ae4bd6b524a4e744a02d123c6f7404a213889d40112dcded4db2c986238b93a,test,Male,Medicine,Licensed Professional,KE,mcq,,"With regard to the management of pregnant women with obesity (BMI 30), which one of the following statements is false? 
","With regard to the management of pregnant women with obesity (BMI 30), which one of the following statements is false? 
","{""option1"": ""Glucose tolerance test should be offered during pregnancy."", ""option2"": ""Folic acid 5 mg daily supplementation prior to and during pregnancy to minimize the risk of neural tube defects."", ""option3"": ""Induction of labour at 39 weeks is recommended."", ""option4"": ""They should have continuous electronic monitoring of the fetal heart during labour."", ""option5"": ""Active management of the third stage is recommended to minimize the risk of postpartum haemorrhage""}",option3,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
11243,f55b0793d39cf09a1f47a46f7b00ade8eb7ca89e0b3d30798ad48799d3d19932,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 38-year-old nulliparous woman with type 1 diabetes attends the antenatal clinic at 6 weeks' gestation. Which of the following is not an increased risk in her pregnancy? 
","A 38-year-old nulliparous woman with type 1 diabetes attends the antenatal clinic at 6 weeks' gestation. Which of the following is not an increased risk in her pregnancy? 
","{""option1"": ""Neural tube defects"", ""option2"": ""Macrosomia"", ""option3"": ""Congenital heart disease"", ""option4"": ""Oligohydramnios"", ""option5"": ""Pre-eclampsia""}",option4,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11244,78edc09d40c2114f33bae8c1cd06bc2337819bf3a1f826a3c4e96a1976b1e475,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 30-year-old para 2 woman with a BMI of 45 attends the antenatal clinic at 10 weeks gestation. One of the following is incorrect with respect to the associated risks and counselling? 
","A 30-year-old para 2 woman with a BMI of 45 attends the antenatal clinic at 10 weeks gestation. One of the following is incorrect with respect to the associated risks and counselling? 
","{""option1"": ""lncreased risk of venous thromboembolism"", ""option2"": ""Increased risk of pre-eclampsia"", ""option3"": ""Folic acid 5 mg once a day supplementation"", ""option4"": ""Vitamin D 100 micrograms daily supplementation during pregnancy"", ""option5"": ""Increased risk of gestational diabetes""}",option4,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11245,a26273c1f76e47769f77901c3ca2f260118e9fa74d343f89b9487fcb81b7c81f,test,Male,Medicine,Licensed Professional,KE,mcq,,"A 28-year-old para 1 woman with a dichorionic diamniotic (DCDA) twin pregnancy attends her antenatal appointment at 20 weeks' gestation. She is at risk of developing the following complications with the exception of which of the following? 
","A 28-year-old para 1 woman with a dichorionic diamniotic (DCDA) twin pregnancy attends her antenatal appointment at 20 weeks' gestation. She is at risk of developing the following complications with the exception of which of the following? 
","{""option1"": ""Twin-to-twin transfusion syndrome"", ""option2"": ""Pre-eclampsia"", ""option3"": ""Postpartum haemorrhage"", ""option4"": ""Fetal growth restriction"", ""option5"": ""Preterm labour""}",option1,,Obstetrics_and_Gynecology,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,v3
11246,27fb9a6f9c0ff880679fe6d734cb65b056e6838b666757077f13a910a81e680c,test,Male,Medicine,Licensed Professional,KE,mcq,,"Which one of the following statements is false with respect to the risks of advanced maternal age? 
","Which one of the following statements is false with respect to the risks of advanced maternal age? 
","{""option1"": ""Increased risk of pre-eclampsia"", ""option2"": ""No increase or decrease in the stillbirth rate"", ""option3"": ""Increased rate of instrumental delivery"", ""option4"": ""Increased risk of gestational diabetes"", ""option5"": ""Increased rate of caesarean section""}",option3,,Obstetrics_and_Gynecology,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,v3
